Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
5 Series,2011,North America,Black,Hybrid,Automatic,4.8,161748,75423,8596,High
5 Series,2011,South America,White,Hybrid,Automatic,4.5,27903,71320,774,Low
7 Series,2014,Asia,Blue,Electric,Automatic,2.6,186521,81257,1818,Low
X5,2024,Middle East,Grey,Diesel,Manual,2.2,50752,93184,3080,Low
X6,2014,Middle East,White,Petrol,Manual,3.3,57362,108706,2078,Low
X1,2010,North America,Blue,Hybrid,Manual,1.9,108571,95861,1797,Low
i8,2016,Europe,Black,Electric,Automatic,4.2,55792,97341,751,Low
i3,2015,North America,Black,Hybrid,Automatic,2.6,167264,74132,4219,Low
X6,2016,Africa,Red,Electric,Manual,1.7,141070,103790,2020,Low
X6,2011,Europe,Blue,Hybrid,Manual,2.2,138872,117002,8855,High
M3,2014,Africa,Grey,Diesel,Automatic,3.8,184141,98019,3456,Low
X3,2023,Europe,Red,Petrol,Automatic,4.3,54332,106164,331,Low
X5,2017,South America,Silver,Petrol,Manual,2.4,151589,103898,8088,High
i8,2021,South America,Silver,Diesel,Manual,1.5,76063,78660,2803,Low
i8,2016,Asia,White,Petrol,Manual,2.5,133837,92406,2656,Low
i3,2022,Europe,Silver,Diesel,Automatic,1.8,129320,77200,6409,Low
X5,2015,North America,Blue,Diesel,Manual,3.2,182484,89874,7646,High
3 Series,2010,Africa,Silver,Hybrid,Manual,2.0,37591,83922,6691,Low
X6,2016,North America,White,Hybrid,Manual,4.8,103230,71510,504,Low
M5,2015,South America,Grey,Petrol,Manual,4.2,55722,81646,5975,Low
X5,2021,Middle East,Blue,Hybrid,Manual,4.1,78221,89302,369,Low
X3,2014,Asia,White,Petrol,Manual,2.6,43137,105090,860,Low
7 Series,2015,Asia,Silver,Diesel,Manual,2.4,40979,70552,9031,High
5 Series,2012,Europe,White,Electric,Automatic,3.5,7482,71406,5985,Low
X6,2024,South America,Silver,Diesel,Automatic,4.3,138004,102080,9520,High
5 Series,2018,Middle East,Black,Diesel,Automatic,5.0,19587,79744,1875,Low
X6,2014,South America,Black,Diesel,Manual,3.8,43236,73574,9437,High
7 Series,2024,Africa,White,Diesel,Automatic,3.2,252,81422,4704,Low
X6,2010,South America,Blue,Electric,Manual,4.3,90825,98893,6918,Low
M5,2024,Asia,Blue,Electric,Manual,1.6,14414,90686,9216,High
5 Series,2020,South America,Red,Diesel,Manual,4.8,10713,103302,5382,Low
i3,2017,Africa,Blue,Hybrid,Manual,3.8,27297,80121,3872,Low
X1,2015,Africa,White,Electric,Automatic,4.6,128435,84826,6250,Low
i3,2010,Africa,Blue,Petrol,Manual,1.8,17708,109807,8095,High
i3,2015,North America,Black,Electric,Manual,2.9,116552,102394,9271,High
i8,2013,North America,White,Hybrid,Automatic,4.1,85870,108990,2813,Low
3 Series,2014,South America,Silver,Diesel,Automatic,4.8,1329,106321,2471,Low
5 Series,2024,Asia,Black,Electric,Manual,2.7,11553,86064,5471,Low
i3,2022,Asia,Grey,Diesel,Automatic,1.6,134557,92014,1633,Low
5 Series,2010,Middle East,White,Petrol,Automatic,3.8,33844,99529,5086,Low
M5,2015,Asia,White,Hybrid,Automatic,4.9,124332,104528,555,Low
X1,2021,Asia,Red,Petrol,Manual,3.1,71769,112008,5574,Low
i8,2019,North America,Blue,Electric,Manual,3.6,34805,115677,9026,High
M5,2014,South America,Black,Diesel,Automatic,2.0,64902,107389,5703,Low
X3,2020,Europe,Grey,Hybrid,Manual,2.8,95981,113571,302,Low
3 Series,2015,Asia,Grey,Hybrid,Automatic,3.7,156716,108820,8971,High
i3,2015,Europe,White,Diesel,Manual,4.4,81492,84848,4754,Low
M3,2016,Asia,White,Diesel,Manual,3.0,88812,75379,7908,High
M5,2014,Africa,Blue,Diesel,Manual,3.5,74785,100345,5548,Low
3 Series,2013,South America,Red,Diesel,Automatic,1.9,65161,81576,2981,Low
i8,2019,Africa,Black,Hybrid,Manual,3.5,149642,73069,3755,Low
X5,2013,Europe,Blue,Petrol,Manual,3.6,143276,70356,6252,Low
i8,2021,South America,White,Petrol,Automatic,4.2,151600,88684,3295,Low
X6,2017,Africa,Red,Petrol,Manual,4.0,137639,116613,8169,High
M3,2019,Middle East,Red,Hybrid,Manual,4.2,107618,103160,4265,Low
i8,2017,Middle East,White,Electric,Automatic,2.7,14454,86409,2989,Low
X5,2011,Middle East,Red,Hybrid,Manual,2.0,190695,90502,4433,Low
i3,2024,South America,Silver,Petrol,Automatic,4.6,31387,106516,8074,High
X3,2010,Africa,Grey,Electric,Manual,4.9,7822,99804,8820,High
i3,2019,Africa,Red,Hybrid,Manual,3.0,136040,75883,5498,Low
X1,2022,Middle East,Grey,Hybrid,Automatic,5.0,27440,83857,5805,Low
X1,2024,South America,White,Hybrid,Automatic,2.6,62592,110762,6317,Low
X5,2018,Africa,Red,Electric,Manual,1.7,108337,115826,4978,Low
X6,2015,Middle East,Red,Electric,Manual,3.7,176149,78034,5346,Low
M3,2013,Middle East,White,Petrol,Manual,1.5,160084,76690,6184,Low
7 Series,2011,South America,Grey,Petrol,Automatic,1.5,176936,81945,4559,Low
X1,2017,Middle East,Red,Petrol,Automatic,4.0,179108,86472,7052,High
i3,2012,Africa,Red,Hybrid,Manual,4.5,193361,79270,8180,High
X3,2019,South America,Grey,Electric,Manual,2.4,67432,81969,267,Low
X5,2013,North America,Grey,Hybrid,Automatic,3.1,102600,93173,6882,Low
X3,2022,South America,Silver,Hybrid,Manual,3.1,120798,83126,6937,Low
M3,2013,North America,Blue,Electric,Manual,2.0,117764,98150,7298,High
X5,2017,Middle East,Red,Electric,Manual,3.2,192085,78363,8629,High
X3,2023,Asia,Red,Electric,Automatic,3.1,10329,109782,5022,Low
3 Series,2021,Asia,Black,Electric,Manual,4.0,95706,91413,1029,Low
X1,2013,Middle East,White,Electric,Manual,2.7,128801,97993,3391,Low
X3,2010,Asia,Grey,Petrol,Manual,4.1,148180,108778,4631,Low
5 Series,2020,Middle East,Blue,Petrol,Manual,1.8,79051,105028,4669,Low
X1,2015,Middle East,Grey,Petrol,Manual,2.2,154658,71201,2179,Low
i8,2021,Europe,Red,Petrol,Manual,2.5,44257,74606,3653,Low
X6,2014,Asia,Silver,Petrol,Automatic,2.2,94752,106223,5305,Low
i8,2022,Asia,White,Diesel,Manual,1.8,16681,87524,3514,Low
7 Series,2016,North America,Grey,Hybrid,Automatic,2.9,82262,88669,3233,Low
5 Series,2023,North America,White,Petrol,Manual,4.3,159097,89754,8442,High
X1,2012,South America,Red,Electric,Manual,1.6,40946,101545,4414,Low
X1,2014,Middle East,Red,Hybrid,Automatic,2.5,178146,98764,8911,High
X3,2012,Middle East,Blue,Electric,Automatic,2.2,11764,72682,2344,Low
M3,2019,Africa,Blue,Petrol,Manual,2.9,118107,73886,9482,High
7 Series,2014,Middle East,Grey,Diesel,Manual,4.1,58637,94908,6684,Low
i8,2011,Asia,White,Hybrid,Manual,4.9,197132,86454,8526,High
X5,2019,Asia,Grey,Diesel,Automatic,2.6,23051,100292,8781,High
i8,2021,Middle East,Silver,Diesel,Automatic,4.3,82469,76753,8208,High
3 Series,2017,North America,Blue,Diesel,Manual,2.2,132130,112587,934,Low
X6,2016,Asia,White,Diesel,Automatic,4.5,41683,114438,5532,Low
i3,2016,Europe,Blue,Electric,Manual,2.7,184083,70391,4558,Low
i3,2017,Europe,Blue,Petrol,Manual,4.2,124145,85955,937,Low
i3,2010,Asia,Grey,Hybrid,Automatic,2.0,32946,89509,9821,High
3 Series,2010,North America,Silver,Hybrid,Manual,2.9,29304,99804,7403,High
X6,2021,Asia,Blue,Hybrid,Manual,3.5,75616,85548,5092,Low
X5,2020,Africa,Silver,Diesel,Automatic,4.7,172661,80865,1454,Low
M5,2013,Asia,Blue,Hybrid,Manual,3.5,24952,84883,1421,Low
7 Series,2011,South America,Silver,Hybrid,Manual,3.5,183451,119167,391,Low
i3,2016,North America,Black,Hybrid,Manual,4.5,68014,104313,6221,Low
M3,2022,North America,Red,Hybrid,Manual,2.7,18287,113933,6191,Low
5 Series,2013,North America,Grey,Petrol,Manual,2.1,137461,90142,4262,Low
X6,2018,Africa,White,Petrol,Automatic,3.1,6577,116580,5187,Low
5 Series,2011,Asia,Silver,Electric,Manual,3.0,15152,80204,3565,Low
7 Series,2021,Middle East,Blue,Hybrid,Manual,2.2,109003,76162,9072,High
X3,2017,Europe,Red,Diesel,Manual,4.4,97570,75788,8399,High
M3,2023,Middle East,Grey,Hybrid,Manual,1.8,112548,98681,955,Low
X3,2015,Africa,Blue,Diesel,Automatic,4.9,103912,73225,8282,High
5 Series,2011,Europe,Red,Electric,Manual,4.3,20167,87429,8211,High
i8,2014,South America,Black,Hybrid,Automatic,4.4,11521,114154,824,Low
5 Series,2012,North America,Blue,Electric,Automatic,4.8,62549,91822,9281,High
X3,2018,North America,Grey,Electric,Manual,3.8,139374,88944,7741,High
i3,2021,Europe,Silver,Diesel,Automatic,3.8,107636,116169,8821,High
i8,2013,Asia,Blue,Hybrid,Automatic,3.1,60975,117802,6641,Low
i8,2021,North America,Red,Petrol,Automatic,3.3,197210,88970,6990,Low
M3,2018,North America,Blue,Petrol,Manual,2.0,43296,100636,5461,Low
M3,2014,Asia,Silver,Electric,Manual,3.8,79325,97521,5740,Low
X1,2010,Europe,Blue,Electric,Manual,2.4,76697,82646,7470,High
X6,2014,South America,Grey,Hybrid,Automatic,2.7,112862,82428,5126,Low
M5,2021,Europe,White,Electric,Automatic,4.8,67281,107233,8315,High
X6,2018,Africa,White,Hybrid,Manual,2.5,189717,111468,7673,High
M3,2019,Africa,Silver,Petrol,Automatic,4.3,101651,85866,5171,Low
X5,2011,Africa,Red,Hybrid,Automatic,1.9,17101,78673,721,Low
X3,2011,Middle East,Grey,Petrol,Manual,5.0,158626,111249,5089,Low
X5,2014,South America,Black,Electric,Automatic,2.3,106311,71719,8387,High
7 Series,2015,North America,Black,Hybrid,Manual,2.0,176089,98773,7637,High
i3,2011,Africa,White,Hybrid,Manual,4.8,57509,88272,6442,Low
7 Series,2020,Europe,Red,Petrol,Automatic,3.8,43214,74707,3111,Low
X6,2015,South America,Silver,Diesel,Manual,2.7,98548,77259,6897,Low
X5,2010,North America,Red,Hybrid,Automatic,4.4,11755,89248,2962,Low
M3,2018,South America,Blue,Electric,Manual,2.5,117107,108637,1810,Low
3 Series,2024,Asia,Black,Diesel,Manual,2.5,110434,77160,7462,High
5 Series,2020,North America,Black,Petrol,Automatic,1.6,32293,82711,158,Low
i3,2019,Middle East,Red,Hybrid,Automatic,2.4,90832,82734,8821,High
X1,2013,Asia,Silver,Petrol,Automatic,2.4,9182,89153,7850,High
i3,2022,Middle East,Grey,Electric,Automatic,3.5,78593,114013,7061,High
i3,2021,South America,Black,Diesel,Manual,2.3,184833,76037,9653,High
3 Series,2014,Europe,Blue,Hybrid,Automatic,2.0,35876,110796,5813,Low
X3,2012,Middle East,Grey,Petrol,Manual,4.8,113801,75583,7996,High
7 Series,2014,Africa,Silver,Electric,Automatic,3.4,154697,73239,4602,Low
X1,2013,North America,Blue,Electric,Manual,4.0,36346,109305,6767,Low
i8,2010,Africa,Grey,Hybrid,Automatic,3.0,5379,84244,6551,Low
3 Series,2020,Europe,Silver,Diesel,Automatic,4.9,132963,111496,5566,Low
X5,2010,Europe,Grey,Diesel,Automatic,2.7,96025,71744,1738,Low
i3,2012,Africa,White,Electric,Manual,1.9,135027,112155,6674,Low
5 Series,2017,North America,White,Electric,Automatic,3.6,118810,98172,7457,High
X6,2024,North America,Red,Petrol,Manual,3.4,135813,108198,8045,High
i3,2013,South America,Red,Diesel,Manual,3.0,98736,85859,7144,High
i3,2015,South America,Red,Petrol,Automatic,4.2,199042,84044,9223,High
5 Series,2016,Middle East,Red,Hybrid,Manual,2.1,147583,117771,7161,High
X6,2022,South America,Grey,Petrol,Automatic,1.8,20815,113483,9594,High
3 Series,2020,Middle East,Grey,Hybrid,Manual,2.1,58032,117306,8378,High
5 Series,2024,Africa,White,Petrol,Automatic,4.9,47896,80016,9467,High
3 Series,2017,Europe,Black,Electric,Automatic,3.4,41690,106580,4369,Low
M3,2019,Middle East,White,Electric,Manual,4.9,181633,117390,4794,Low
X1,2013,Africa,Silver,Diesel,Manual,1.7,65839,109445,305,Low
M3,2020,Asia,Black,Petrol,Automatic,1.9,104566,119614,2131,Low
X1,2014,Europe,Silver,Diesel,Manual,4.2,87936,108012,6100,Low
X6,2019,Asia,Red,Hybrid,Automatic,4.6,39861,119218,8299,High
i8,2019,Europe,Grey,Hybrid,Automatic,4.6,86537,108323,3155,Low
X6,2013,Middle East,Blue,Hybrid,Manual,3.2,62711,92801,8817,High
X3,2013,South America,White,Electric,Manual,2.9,111917,78338,4566,Low
5 Series,2016,Asia,White,Petrol,Automatic,1.9,96922,89323,419,Low
X3,2011,South America,Blue,Electric,Manual,2.6,7694,85726,4592,Low
3 Series,2018,Europe,Red,Petrol,Automatic,3.3,83684,104900,3022,Low
i3,2017,North America,White,Electric,Automatic,2.2,49704,113298,668,Low
X5,2021,Asia,Black,Petrol,Manual,3.5,4802,78399,4718,Low
5 Series,2015,North America,Grey,Electric,Automatic,3.8,115134,105342,7051,High
7 Series,2023,North America,Red,Hybrid,Automatic,3.0,179041,104538,8765,High
i3,2022,South America,Black,Petrol,Manual,4.2,147596,91853,7037,High
3 Series,2018,Africa,White,Diesel,Manual,2.6,150104,112888,9284,High
5 Series,2012,Africa,White,Petrol,Manual,2.4,192764,93013,3890,Low
i3,2013,Africa,Black,Hybrid,Automatic,3.6,112375,80274,5828,Low
i3,2010,South America,Silver,Petrol,Automatic,2.3,33666,107696,8772,High
5 Series,2022,Asia,Black,Electric,Automatic,2.6,170882,75161,8694,High
X3,2010,North America,Blue,Electric,Manual,2.5,114220,71638,9392,High
5 Series,2010,Middle East,White,Diesel,Manual,4.7,73197,98048,2584,Low
i3,2021,North America,Silver,Petrol,Automatic,3.3,61969,86489,9864,High
M3,2017,Europe,Grey,Diesel,Automatic,3.8,9695,87215,3422,Low
X6,2022,Africa,Black,Electric,Manual,4.8,87651,95088,9900,High
3 Series,2015,North America,White,Electric,Manual,2.1,6955,113388,8305,High
X5,2012,Middle East,Grey,Diesel,Manual,4.8,188764,86677,7476,High
i3,2019,North America,Blue,Electric,Automatic,3.4,13670,88124,2277,Low
X5,2014,Europe,Blue,Diesel,Manual,2.5,71962,82715,1085,Low
M3,2012,Asia,White,Petrol,Manual,2.2,62759,87254,4511,Low
3 Series,2023,Asia,Blue,Hybrid,Manual,3.8,199095,111870,4776,Low
i3,2024,Africa,Grey,Electric,Automatic,4.3,119015,94219,1396,Low
X6,2022,Asia,Black,Hybrid,Automatic,2.4,178309,87458,5336,Low
i8,2020,South America,Silver,Petrol,Manual,2.5,110797,79587,2465,Low
3 Series,2020,Asia,White,Hybrid,Automatic,4.1,35772,78742,4900,Low
i3,2010,Middle East,Grey,Hybrid,Manual,4.7,151194,100911,9537,High
i3,2018,Africa,Black,Diesel,Automatic,4.7,39657,89627,4555,Low
5 Series,2014,Europe,Black,Electric,Automatic,1.9,163837,114454,8438,High
5 Series,2021,North America,Silver,Hybrid,Manual,3.9,82557,89841,8764,High
5 Series,2020,North America,Grey,Petrol,Manual,3.7,122053,98335,2362,Low
X1,2021,Africa,Grey,Hybrid,Manual,4.5,179494,114015,3200,Low
M5,2016,Asia,Black,Diesel,Manual,2.0,148673,105897,8766,High
7 Series,2023,South America,Grey,Hybrid,Automatic,3.7,72937,89669,9228,High
X3,2023,Middle East,Grey,Hybrid,Manual,2.5,142480,109762,6877,Low
7 Series,2022,North America,White,Hybrid,Automatic,2.9,120295,83645,888,Low
i8,2012,Asia,White,Diesel,Manual,4.9,33928,77875,2946,Low
3 Series,2016,Middle East,Grey,Petrol,Automatic,4.9,80648,103507,9815,High
7 Series,2020,Middle East,Grey,Electric,Manual,2.4,57867,73328,1232,Low
7 Series,2010,Middle East,Silver,Electric,Manual,4.2,133954,104396,5586,Low
i8,2015,Europe,White,Diesel,Automatic,4.0,23039,116746,2798,Low
3 Series,2019,South America,Red,Hybrid,Automatic,4.5,145108,110658,7665,High
X1,2015,Middle East,Red,Diesel,Automatic,3.9,136632,100940,6681,Low
3 Series,2020,Europe,Silver,Hybrid,Manual,3.9,98523,110524,988,Low
i3,2021,Europe,Grey,Electric,Automatic,4.9,23445,90093,6608,Low
i8,2015,Europe,Grey,Hybrid,Automatic,3.9,159262,93578,3504,Low
i8,2023,North America,Black,Electric,Automatic,2.1,82255,114264,5437,Low
i3,2012,Asia,Silver,Electric,Automatic,3.9,180723,109975,4751,Low
M5,2018,North America,Red,Petrol,Automatic,1.7,112704,115949,245,Low
3 Series,2016,Africa,White,Electric,Manual,4.2,192072,118680,5917,Low
M5,2013,Africa,White,Petrol,Automatic,2.7,115876,113486,250,Low
X5,2012,North America,Silver,Diesel,Automatic,2.0,65795,86997,6196,Low
X3,2017,South America,Blue,Diesel,Manual,5.0,84534,106646,8143,High
i3,2015,Africa,Black,Petrol,Automatic,3.3,109123,101072,6557,Low
X1,2013,Europe,Blue,Hybrid,Automatic,1.7,98727,93635,4749,Low
i8,2014,North America,Black,Petrol,Automatic,2.1,199303,107961,312,Low
5 Series,2012,Africa,Grey,Electric,Automatic,3.6,198926,95563,912,Low
7 Series,2015,Asia,Red,Hybrid,Automatic,4.8,92726,99487,1024,Low
X5,2019,Middle East,Blue,Diesel,Automatic,2.8,62948,101218,1318,Low
M5,2020,North America,Grey,Diesel,Automatic,3.3,30207,73083,8834,High
3 Series,2017,Asia,Black,Diesel,Automatic,1.9,193737,105639,8661,High
i3,2014,North America,Grey,Hybrid,Manual,3.9,50178,76714,6805,Low
7 Series,2020,Africa,Grey,Diesel,Automatic,3.3,692,79220,3735,Low
7 Series,2017,Africa,Black,Diesel,Manual,3.1,28557,81926,1323,Low
X3,2020,Asia,Black,Electric,Automatic,3.8,115324,111609,2813,Low
i8,2014,Europe,White,Diesel,Automatic,2.5,194383,99902,625,Low
M3,2020,South America,White,Hybrid,Automatic,2.7,123710,103800,2108,Low
7 Series,2022,North America,Grey,Petrol,Automatic,3.3,183367,70293,4264,Low
X1,2014,Middle East,White,Petrol,Automatic,1.9,86917,84269,9707,High
X6,2019,North America,Silver,Hybrid,Manual,2.2,82713,92997,1084,Low
X3,2016,North America,Grey,Hybrid,Manual,4.4,121193,87238,2518,Low
7 Series,2024,South America,White,Diesel,Automatic,3.2,62049,108162,8061,High
i3,2012,North America,Black,Petrol,Automatic,3.7,105164,112256,9127,High
M3,2012,Asia,Red,Electric,Automatic,2.2,129090,97605,9473,High
X1,2021,Asia,White,Hybrid,Manual,3.0,195029,107537,2951,Low
X5,2024,Middle East,Blue,Diesel,Automatic,2.6,143834,117626,8007,High
X3,2024,North America,Grey,Diesel,Automatic,3.4,106036,114699,3134,Low
3 Series,2018,South America,Grey,Diesel,Manual,4.1,89283,92053,8070,High
M5,2022,Middle East,Silver,Electric,Automatic,3.9,44638,113619,9683,High
i3,2018,Europe,Red,Electric,Automatic,3.4,15172,110152,137,Low
X3,2023,Africa,Blue,Diesel,Manual,2.6,14465,105794,168,Low
X1,2014,South America,Red,Hybrid,Automatic,4.1,117276,93215,7921,High
3 Series,2020,North America,Blue,Diesel,Automatic,4.2,106582,86403,1704,Low
X3,2024,North America,Grey,Petrol,Automatic,3.9,4842,107312,412,Low
X6,2022,Middle East,Silver,Electric,Automatic,4.2,187506,92712,1136,Low
M5,2018,Middle East,Blue,Diesel,Automatic,4.0,110456,80288,7730,High
M3,2012,Africa,Silver,Hybrid,Automatic,3.3,164835,88442,1030,Low
M3,2017,Asia,Silver,Electric,Manual,4.4,28026,80710,3150,Low
i3,2021,South America,Red,Electric,Manual,3.2,188492,117586,7761,High
i8,2012,Middle East,Red,Hybrid,Automatic,4.2,102025,99487,2253,Low
7 Series,2015,North America,Silver,Hybrid,Automatic,2.2,118701,81254,2481,Low
i3,2014,Europe,White,Petrol,Manual,2.5,189729,109750,7125,High
M3,2019,Asia,Black,Diesel,Automatic,2.9,32186,75348,718,Low
M5,2017,South America,Silver,Hybrid,Manual,2.5,127264,102431,6609,Low
i3,2010,North America,Black,Petrol,Automatic,1.8,7151,101671,1288,Low
X5,2012,Europe,White,Petrol,Manual,4.3,45454,115291,9192,High
5 Series,2020,North America,Red,Hybrid,Manual,3.3,102267,110341,3421,Low
3 Series,2011,Europe,White,Diesel,Automatic,2.9,199288,92700,3446,Low
5 Series,2011,Africa,Red,Diesel,Automatic,2.0,5657,97147,836,Low
X5,2013,North America,White,Hybrid,Manual,3.7,144523,114159,811,Low
3 Series,2019,Europe,Blue,Electric,Manual,2.9,110610,106476,6349,Low
M3,2018,Asia,Black,Petrol,Manual,4.5,46318,78738,7834,High
5 Series,2023,South America,Black,Hybrid,Manual,3.5,42727,106789,6888,Low
X1,2014,North America,Black,Diesel,Automatic,3.8,153033,101555,7399,High
X6,2014,Europe,Red,Hybrid,Manual,1.9,115418,89427,8619,High
i3,2018,South America,White,Diesel,Manual,4.0,110324,98974,3178,Low
X6,2014,Africa,Black,Diesel,Automatic,2.8,14271,116212,4500,Low
3 Series,2022,South America,Blue,Electric,Automatic,4.8,118760,83836,749,Low
M3,2020,North America,Red,Diesel,Manual,2.2,17250,85806,1035,Low
X1,2023,Asia,Silver,Diesel,Manual,2.8,180145,107689,6965,Low
7 Series,2017,North America,Silver,Hybrid,Automatic,2.6,75404,89665,7974,High
X1,2020,Middle East,Grey,Petrol,Manual,3.3,76609,81362,6976,Low
i8,2017,Asia,White,Petrol,Automatic,4.2,154963,93203,7142,High
M5,2018,Asia,Silver,Diesel,Automatic,3.4,91271,94287,9776,High
M5,2018,Europe,White,Diesel,Automatic,4.5,21910,87798,8461,High
7 Series,2018,Middle East,Blue,Diesel,Manual,4.3,114291,97442,1011,Low
X5,2011,Europe,Blue,Diesel,Manual,2.8,101004,95973,1154,Low
3 Series,2020,Asia,White,Petrol,Manual,2.8,7012,78159,5449,Low
7 Series,2013,Europe,White,Hybrid,Manual,4.7,21010,92869,743,Low
X3,2016,Middle East,White,Petrol,Manual,1.5,28906,74577,3271,Low
X5,2012,Europe,Black,Diesel,Automatic,3.5,13766,97797,8227,High
X6,2016,Africa,Grey,Electric,Manual,2.4,178355,107278,9033,High
X5,2018,Asia,Black,Petrol,Automatic,2.4,198683,99486,1888,Low
3 Series,2017,Asia,White,Petrol,Manual,4.5,133084,92698,4035,Low
X5,2024,Middle East,Grey,Electric,Manual,4.4,23851,100327,1171,Low
X1,2018,Africa,Blue,Hybrid,Manual,4.5,189210,95155,1406,Low
M3,2020,Europe,Black,Hybrid,Automatic,4.9,117078,100791,8776,High
i3,2024,South America,Silver,Electric,Manual,4.4,69021,115927,7545,High
3 Series,2013,Europe,Blue,Petrol,Automatic,4.3,92204,100018,5283,Low
X1,2014,Asia,Silver,Hybrid,Automatic,3.1,174905,98183,2859,Low
i8,2017,Middle East,White,Petrol,Automatic,4.6,8757,94083,7211,High
M3,2010,Africa,Silver,Electric,Manual,3.3,87519,114330,2526,Low
M5,2015,Africa,Red,Petrol,Manual,2.4,198045,113633,5085,Low
i3,2019,North America,Grey,Electric,Manual,3.4,102105,100462,9466,High
i8,2017,South America,Blue,Hybrid,Manual,2.5,109903,116878,8006,High
i3,2024,South America,Blue,Petrol,Manual,2.4,155370,90870,942,Low
i8,2014,Europe,White,Hybrid,Automatic,4.2,64965,93714,2890,Low
5 Series,2011,Asia,Black,Petrol,Manual,1.9,97624,88767,2846,Low
X3,2020,South America,Grey,Hybrid,Automatic,4.6,39123,82431,3792,Low
i3,2011,Middle East,Silver,Electric,Manual,4.2,112358,84732,3816,Low
M3,2020,North America,Blue,Electric,Automatic,4.4,181632,113409,4276,Low
X3,2020,Europe,Silver,Electric,Manual,2.7,113299,115712,8487,High
M3,2012,Middle East,Red,Hybrid,Manual,4.8,72575,81048,512,Low
i3,2014,Europe,Grey,Hybrid,Automatic,3.0,130219,117074,453,Low
X5,2024,Europe,Black,Diesel,Manual,1.7,22159,107776,3630,Low
X1,2020,South America,White,Hybrid,Automatic,4.2,27837,91279,5292,Low
X3,2011,North America,Red,Petrol,Manual,4.3,162265,73398,1766,Low
X1,2021,Asia,Blue,Electric,Automatic,2.2,168119,91128,9747,High
3 Series,2015,Africa,Grey,Petrol,Automatic,1.8,90706,108039,9851,High
